"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"3-2-2-6";"3-2-2";"e";"Administer";"Ministry of Health";"46";1226071;0;1226071;"0.0";"100.0";
"3-2-3";"3-2";"d";"Subtask 3.2.3";"Higher professional education";;59317;0;59317;"0.0";"100.0";
"3-2-3-1";"3-2-3";"e";"Administer";"Ministry of the Interior and Administration";"42";59317;0;59317;"0.0";"100.0";
"3-2-4";"3-2";"d";"Subtask 3.2.4";"Support for the study process";;1688942;0;1688942;"0.0";"100.0";
"3-2-4-1";"3-2-4";"e";"Administer";"Ministry of Culture and National Heritage";"24";26855;0;26855;"0.0";"100.0";
"3-2-4-2";"3-2-4";"e";"Administer";"Ministry of Science and Higher Education";"38";1565599;0;1565599;"0.0";"100.0";
"3-2-4-3";"3-2-4";"e";"Administer";"Ministry of the Interior and Administration";"42";1292;0;1292;"0.0";"100.0";
"3-2-4-4";"3-2-4";"e";"Administer";"Ministry of Health";"46";95196;0;95196;"0.0";"100.0";
"3-2-5";"3-2";"d";"Subtask 3.2.5";"Infrastructure of higher education";;678461;264006;414455;"38.91";"61.09";
"3-2-5-1";"3-2-5";"e";"Administer";"Ministry of Infrastructure";"21";25365;0;25365;"0.0";"100.0";
"3-2-5-2";"3-2-5";"e";"Administer";"Ministry of Culture and National Heritage";"24";12600;0;12600;"0.0";"100.0";
"3-2-5-3";"3-2-5";"e";"Administer";"Ministry of National Defence";"29";21740;0;21740;"0.0";"100.0";
"3-2-5-4";"3-2-5";"e";"Administer";"Ministry of Science and Higher Education";"38";574395;264006;310389;"45.96";"54.04";
"3-2-5-5";"3-2-5";"e";"Administer";"Ministry of Health";"46";44361;0;44361;"0.0";"100.0";
"3-2-6";"3-2";"d";"Subtask 3.2.6";"Multi-year programme “Construction of the  600th Anniversary of Renovation of the Jagiellonian University Campus”";;55000;0;55000;"0.0";"100.0";
"3-2-6-1";"3-2-6";"e";"Administer";"Ministry of Science and Higher Education";"38";55000;0;55000;"0.0";"100.0";
"3-2-7";"3-2";"d";"Subtask 3.2.7";"Multi-year programme “Adam Mickiewicz University in Poznań 2004 – 2015”";;83954;0;83954;"0.0";"100.0";
"3-2-7-1";"3-2-7";"e";"Administer";"Ministry of Science and Higher Education";"38";83954;0;83954;"0.0";"100.0";
"3-3";"3";"c";"Task 3.3";"Informatization of operations and building information society";;6837;1385;5452;"20.26";"79.74";
"3-3-1";"3-3";"d";"Subtask 3.3.1";"Maintenance and development of IT systems";;4924;0;4924;"0.0";"100.0";
"3-3-1-1";"3-3-1";"e";"Administer";"Ministry of National Education";"30";4372;0;4372;"0.0";"100.0";
"3-3-1-2";"3-3-1";"e";"Administer";"Voivodes";"85";552;0;552;"0.0";"100.0";
"3-3-2";"3-3";"d";"Subtask 3.3.2";"Construction and implementation of IT solutions";;1913;1385;528;"72.4";"27.6";
"3-3-2-1";"3-3-2";"e";"Administer";"Ministry of National Education";"30";1913;1385;528;"72.4";"27.6";
"4";;"b";"Function 4";"STATE FINANCE MANAGEMENT";;162662835;36781689;125881146;"22.61";"77.39";
"4-1";"4";"c";"Task 4.1";"Preparation and execution of the state budget";;54798946;36720695;18078251;"67.01";"32.99";
"4-1-1";"4-1";"d";"Subtask 4.1.1";"Development of methodology and budget planning";;131612;16701;114911;"12.69";"87.31";
"4-1-1-1";"4-1-1";"e";"Administer";"Ministry of Finance";"19";35697;16701;18996;"46.79";"53.21";
"4-1-1-2";"4-1-1";"e";"Administer";"Ministry of Finance";"81";95000;0;95000;"0.0";"100.0";
"4-1-1-3";"4-1-1";"e";"Administer";"Voivodes";"85";915;0;915;"0.0";"100.0";
"4-1-2";"4-1";"d";"Subtask 4.1.2";"Execution of the state budget";;54667334;36703994;17963340;"67.14";"32.86";
"4-1-2-1";"4-1-2";"e";"Administer";"Ministry of Finance";"19";23276;0;23276;"0.0";"100.0";
"4-1-2-2";"4-1-2";"e";"Administer";"Ministry of Finance";"83";54644058;36703994;17940064;"67.17";"32.83";
"4-2";"4";"c";"Task 4.2";"Development of the financing system for local government units and the budget sector";;48364265;2258;48362007;"0.0";"100.0";
"4-2-1";"4-2";"d";"Subtask 4.2.1";"Ensuring cohesion of the public finance system";;48359152;0;48359152;"0.0";"100.0";
"4-2-1-1";"4-2-1";"e";"Administer";"Ministry of Finance";"19";1195;0;1195;"0.0";"100.0";
"4-2-1-2";"4-2-1";"e";"Administer";"Ministry of Finance";"82";48357658;0;48357658;"0.0";"100.0";
"4-2-1-3";"4-2-1";"e";"Administer";"Voivodes";"85";299;0;299;"0.0";"100.0";
"4-2-2";"4-2";"d";"Subtask 4.2.2";"Analysis and assessment of the local government units financing system";;5113;2258;2855;"44.16";"55.84";
"4-2-2-1";"4-2-2";"e";"Administer";"Ministry of Finance";"19";3390;2258;1132;"66.61";"33.39";
"4-2-2-2";"4-2-2";"e";"Administer";"Voivodes";"85";1723;0;1723;"0.0";"100.0";
"4-3";"4";"c";"Task 4.3";"Realisation of revenues on direct, indirect taxes and revenues not subject to taxation";;3427947;27555;3400392;"0.8";"99.2";
"4-3-1";"4-3";"d";"Subtask 4.3.1";"Collection of taxes, including determination and specification of tax liabilities and receivables of the state budget and local government units not subject to tax";;2462489;0;2462489;"0.0";"100.0";
"4-3-1-1";"4-3-1";"e";"Administer";"Ministry of Finance";"19";2444819;0;2444819;"0.0";"100.0";
"4-3-1-2";"4-3-1";"e";"Administer";"Voivodes";"85";17670;0;17670;"0.0";"100.0";
"4-3-2";"4-3";"d";"Subtask 4.3.2";"Ensuring efficient taxpayer servicing";;84695;13312;71383;"15.72";"84.28";
"4-3-2-1";"4-3-2";"e";"Administer";"Ministry of Finance";"19";84695;13312;71383;"15.72";"84.28";
"4-3-3";"4-3";"d";"Subtask 4.3.3";"Collection of customs and facilitations in trade and travel abroad";;503947;14243;489704;"2.83";"97.17";
"4-3-3-1";"4-3-3";"e";"Administer";"Ministry of Finance";"19";503947;14243;489704;"2.83";"97.17";
"4-3-4";"4-3";"d";"Subtask 4.3.4";"Conducting enforcement proceedings";;376816;0;376816;"0.0";"100.0";
"4-3-4-1";"4-3-4";"e";"Administer";"Ministry of Finance";"19";376816;0;376816;"0.0";"100.0";
"4-4";"4";"c";"Task 4.4";"Public debt management";;38324734;0;38324734;"0.0";"100.0";
"4-4-1";"4-4";"d";"Subtask 4.4.1";"National debt management and service";;29632592;0;29632592;"0.0";"100.0";
"4-4-1-1";"4-4-1";"e";"Administer";"Ministry of Finance";"19";10892;0;10892;"0.0";"100.0";
"4-4-1-2";"4-4-1";"e";"Administer";"Ministry of Finance";"79";29621700;0;29621700;"0.0";"100.0";
"4-4-2";"4-4";"d";"Subtask 4.4.2";"Foreign dent management and service";;8692142;0;8692142;"0.0";"100.0";
"4-4-2-1";"4-4-2";"e";"Administer";"Ministry of Finance";"19";2756;0;2756;"0.0";"100.0";
"4-4-2-2";"4-4-2";"e";"Administer";"Ministry of Finance";"78";8689386;0;8689386;"0.0";"100.0";
"4-5";"4";"c";"Task 4.5";"Activities against threats to the state financial security";;314394;1314;313080;"0.42";"99.58";
"4-5-1";"4-5";"d";"Subtask 4.5.1";"Conducting penal fiscal proceedings";;14243;0;14243;"0.0";"100.0";
"4-5-1-1";"4-5-1";"e";"Administer";"Ministry of Finance";"19";14243;0;14243;"0.0";"100.0";
"4-5-2";"4-5";"d";"Subtask 4.5.2";"Anti-money laundering and anti-terrorism financing activities";;5917;0;5917;"0.0";"100.0";
"4-5-2-1";"4-5-2";"e";"Administer";"Ministry of Finance";"19";4732;0;4732;"0.0";"100.0";
"4-5-2-2";"4-5-2";"e";"Administer";"Voivodes";"85";1185;0;1185;"0.0";"100.0";
"4-5-3";"4-5";"d";"Subtask 4.5.3";"Fiscal intelligence";;49245;0;49245;"0.0";"100.0";
"4-5-3-1";"4-5-3";"e";"Administer";"Ministry of Finance";"19";49245;0;49245;"0.0";"100.0";
"4-5-4";"4-5";"d";"Subtask 4.5.4";"Protection of market against smuggling of goods";;244989;1314;243675;"0.54";"99.46";
"4-5-4-1";"4-5-4";"e";"Administer";"Ministry of Finance";"19";244989;1314;243675;"0.54";"99.46";
"4-6";"4";"c";"Task 4.6";"Coordination and organisation of financial, financing and payment cooperation abroad and within the European Union";;15670444;0;15670444;"0.0";"100.0";
"4-6-1";"4-6";"d";"Subtask 4.6.1";"Supervision with respect to financial instruments for export support purposes";;13744;0;13744;"0.0";"100.0";
"4-6-1-1";"4-6-1";"e";"Administer";"Ministry of Finance";"19";13744;0;13744;"0.0";"100.0";
"4-6-2";"4-6";"d";"Subtask 4.6.2";"Own EU funds";;15656700;0;15656700;"0.0";"100.0";
"4-6-2-1";"4-6-2";"e";"Administer";"Ministry of Finance";"19";275;0;275;"0.0";"100.0";
"4-6-2-2";"4-6-2";"e";"Administer";"Ministry of Finance";"84";15656425;0;15656425;"0.0";"100.0";
"4-7";"4";"c";"Task 4.7";"Control activities with respect to collection of state budget receivables";;1024172;0;1024172;"0.0";"100.0";
"4-7-1";"4-7";"d";"Subtask 4.7.1";"Performing tax audits";;313361;0;313361;"0.0";"100.0";
"4-7-1-1";"4-7-1";"e";"Administer";"Ministry of Finance";"19";313361;0;313361;"0.0";"100.0";
"4-7-2";"4-7";"d";"Subtask 4.7.2";"Performing controls carried out by the Customs Service";;516943;0;516943;"0.0";"100.0";
"4-7-2-1";"4-7-2";"e";"Administer";"Ministry of Finance";"19";516943;0;516943;"0.0";"100.0";
"4-7-3";"4-7";"d";"Subtask 4.7.3";"Conducting of audit activities";;193868;0;193868;"0.0";"100.0";
"4-7-3-1";"4-7-3";"e";"Administer";"Ministry of Finance";"19";193868;0;193868;"0.0";"100.0";
"4-8";"4";"c";"Task 4.8";"Fiscal control and supervision over fiscal control bodies";;379105;0;379105;"0.0";"100.0";
"4-8-1";"4-8";"d";"Subtask 4.8.1";"Analysis, management and use of the data obtained in the course of operation of fiscal control bodies";;31123;0;31123;"0.0";"100.0";
"4-8-1-1";"4-8-1";"e";"Administer";"Ministry of Finance";"19";31123;0;31123;"0.0";"100.0";
"4-8-2";"4-8";"d";"Subtask 4.8.2";"Instituting and conducting control proceedings carried out by a fiscal control body";;294620;0;294620;"0.0";"100.0";
"4-8-2-1";"4-8-2";"e";"Administer";"Ministry of Finance";"19";294620;0;294620;"0.0";"100.0";
"4-8-3";"4-8";"d";"Subtask 4.8.3";"Audit and control of EU funds";;53362;0;53362;"0.0";"100.0";
"4-8-3-1";"4-8-3";"e";"Administer";"Ministry of Finance";"19";53362;0;53362;"0.0";"100.0";
"4-9";"4";"c";"Task 4.9";"Capital, insurance, pension and banking markets supervision";;207083;0;207083;"0.0";"100.0";
"4-9-1";"4-9";"d";"Subtask 4.9.1";"Supervision over capital market entities";;37504;0;37504;"0.0";"100.0";
"4-9-1-1";"4-9-1";"e";"Administer";"Ministry of Finance";"19";1021;0;1021;"0.0";"100.0";
"4-9-1-2";"4-9-1";"e";"Administer";"The Polish Financial Supervision Authority";"70";36483;0;36483;"0.0";"100.0";
"4-9-2";"4-9";"d";"Subtask 4.9.2";"Supervision of the insurance companies operation";;22845;0;22845;"0.0";"100.0";
"4-9-2-1";"4-9-2";"e";"Administer";"Ministry of Finance";"19";550;0;550;"0.0";"100.0";
"4-9-2-2";"4-9-2";"e";"Administer";"The Polish Financial Supervision Authority";"70";22295;0;22295;"0.0";"100.0";
"4-9-3";"4-9";"d";"Subtask 4.9.3";"Supervision of the pension market operation";;14646;0;14646;"0.0";"100.0";
"4-9-3-1";"4-9-3";"e";"Administer";"Ministry of Finance";"19";459;0;459;"0.0";"100.0";
"4-9-3-2";"4-9-3";"e";"Administer";"The Polish Financial Supervision Authority";"70";14187;0;14187;"0.0";"100.0";
"4-9-4";"4-9";"d";"Subtask 4.9.4";"Banking supervision";;130802;0;130802;"0.0";"100.0";
"4-9-4-1";"4-9-4";"e";"Administer";"Ministry of Finance";"19";1093;0;1093;"0.0";"100.0";
"4-9-4-2";"4-9-4";"e";"Administer";"The Polish Financial Supervision Authority";"70";129709;0;129709;"0.0";"100.0";
"4-9-5";"4-9";"d";"Subtask 4.9.5";"Supervision of financial intermediaries";;468;0;468;"0.0";"100.0";
"4-9-5-1";"4-9-5";"e";"Administer";"Ministry of Finance";"19";468;0;468;"0.0";"100.0";
"4-9-6";"4-9";"d";"Subtask 4.9.6";"Protection of interests of unprofessional participants of the financial market";;818;0;818;"0.0";"100.0";
"4-9-6-1";"4-9-6";"e";"Administer";"Ministry of Finance";"19";818;0;818;"0.0";"100.0";
"4-10";"4";"c";"Task 4.10";"Informatization of operations and building information society";;151745;29867;121878;"19.68";"80.32";
"4-10-1";"4-10";"d";"Subtask 4.10.1";"Maintenance of IT systems";;140291;20127;120164;"14.35";"85.65";
"4-10-1-1";"4-10-1";"e";"Administer";"Ministry of Finance";"19";140291;20127;120164;"14.35";"85.65";
"4-10-2";"4-10";"d";"Subtask 4.10.2";"Construction and implementation of IT solutions";;11454;9740;1714;"85.04";"14.96";
"4-10-2-1";"4-10-2";"e";"Administer";"Ministry of Finance";"19";11454;9740;1714;"85.04";"14.96";
"5";;"b";"Function 5";"PROTECTION OF STATE TREASURY RIGHTS AND INTERESTS";;199435;0;199435;"0.0";"100.0";
"5-1";"5";"c";"Task 5.1";"Managing  of the State Treasury assets";;100255;0;100255;"0.0";"100.0";
"5-1-1";"5-1";"d";"Subtask 5.1.1";"Ownership transformations (privatisation)";;8045;0;8045;"0.0";"100.0";
"5-1-1-1";"5-1-1";"e";"Administer";"Ministry of National Defence";"29";0;0;0;0;0;
"5-1-1-2";"5-1-1";"e";"Administer";"Ministry of Treasury";"36";7504;0;7504;"0.0";"100.0";
"5-1-1-3";"5-1-1";"e";"Administer";"Voivodes";"85";541;0;541;"0.0";"100.0";
"5-1-2";"5-1";"d";"Subtask 5.1.2";"Ownership supervision";;20801;0;20801;"0.0";"100.0";
"5-1-2-1";"5-1-2";"e";"Administer";"Ministry of Treasury";"36";20029;0;20029;"0.0";"100.0";
"5-1-2-2";"5-1-2";"e";"Administer";"Voivodes";"85";772;0;772;"0.0";"100.0";
"5-1-3";"5-1";"d";"Subtask 5.1.3";"Management of the State Treasury assets";;52710;0;52710;"0.0";"100.0";
"5-1-3-1";"5-1-3";"e";"Administer";"Ministry of Finance";"19";14;0;14;"0.0";"100.0";
"5-1-3-2";"5-1-3";"e";"Administer";"Ministry of National Defence";"29";0;0;0;0;0;
"5-1-3-3";"5-1-3";"e";"Administer";"Ministry of Treasury";"36";3822;0;3822;"0.0";"100.0";
"5-1-3-4";"5-1-3";"e";"Administer";"Voivodes";"85";48874;0;48874;"0.0";"100.0";
"5-1-4";"5-1";"d";"Subtask 5.1.4";"Regulation of the legal status of real properties";;18699;0;18699;"0.0";"100.0";
"5-1-4-1";"5-1-4";"e";"Administer";"Ministry of Treasury";"36";999;0;999;"0.0";"100.0";
"5-1-4-2";"5-1-4";"e";"Administer";"Voivodes";"85";17700;0;17700;"0.0";"100.0";
"5-2";"5";"c";"Task 5.2";"Material claims against the State Treasury (including for property left outside the state borders)";;40330;0;40330;"0.0";"100.0";
"5-2-1";"5-2";"d";"Subtask 5.2.1";"Satisfying material claims against the State Treasury";;35068;0;35068;"0.0";"100.0";
"5-2-1-1";"5-2-1";"e";"Administer";"Ministry of Treasury";"36";2827;0;2827;"0.0";"100.0";
"5-2-1-2";"5-2-1";"e";"Administer";"Voivodes";"85";32241;0;32241;"0.0";"100.0";
"5-2-2";"5-2";"d";"Subtask 5.2.2";"Repossession of assets and compensation for property left outside the state borders";;5262;0;5262;"0.0";"100.0";
"5-2-2-1";"5-2-2";"e";"Administer";"Voivodes";"85";5262;0;5262;"0.0";"100.0";
"5-3";"5";"c";"Task 5.3";"Substitution by lawyers and activity involving issuing opinions and legislation";;58850;0;58850;"0.0";"100.0";
"5-3-1";"5-3";"d";"Subtask 5.3.1";"Substitution by a lawyer in court";;45465;0;45465;"0.0";"100.0";
"5-3-1-1";"5-3-1";"e";"Administer";"State Treasury Solicitor’s Office";"74";40604;0;40604;"0.0";"100.0";
"5-3-1-2";"5-3-1";"e";"Administer";"Voivodes";"85";4861;0;4861;"0.0";"100.0";
"5-3-2";"5-3";"d";"Subtask 5.3.2";"Activity in the area of developing opinions and legislation";;13385;0;13385;"0.0";"100.0";
"5-3-2-1";"5-3-2";"e";"Administer";"Ministry of Finance";"19";184;0;184;"0.0";"100.0";
"5-3-2-2";"5-3-2";"e";"Administer";"Voivodes";"85";13201;0;13201;"0.0";"100.0";
"6";;"b";"Function 6";"NATIONAL ECONOMIC POLICY";;4319308;1643467;2675841;"38.05";"61.95";
"6-1";"6";"c";"Task 6.1";"Increasing competitiveness of the economy";;1903565;1245544;658021;"65.43";"34.57";
"6-1-1";"6-1";"d";"Subtask 6.1.1";"Changes to the legislator system and facilitation of the system of assessment of regulation effects";;8750;7892;858;"90.19";"9.81";
"6-1-1-1";"6-1-1";"e";"Administer";"Ministry of Economy";"20";8750;7892;858;"90.19";"9.81";
"6-1-2";"6-1";"d";"Subtask 6.1.2";"Creating conditions for increasing innovativeness of enterprises";;1373724;1095013;278711;"79.71";"20.29";
"6-1-2-1";"6-1-2";"e";"Administer";"Ministry of Economy";"20";1373724;1095013;278711;"79.71";"20.29";
"6-1-3";"6-1";"d";"Subtask 6.1.3";"Establishing conditions for operation of companies";;125197;22457;102740;"17.94";"82.06";
"6-1-3-1";"6-1-3";"e";"Administer";"Ministry of Economy";"20";125197;22457;102740;"17.94";"82.06";
"6-1-4";"6-1";"d";"Subtask 6.1.4";"Support for micro, small and medium enterprises";;50524;0;50524;"0.0";"100.0";
"6-1-4-1";"6-1-4";"e";"Administer";"Ministry of Economy";"20";50524;0;50524;"0.0";"100.0";
"6-1-5";"6-1";"d";"Subtask 6.1.5";"Investor support system";;187101;94093;93008;"50.29";"49.71";
"6-1-5-1";"6-1-5";"e";"Administer";"Ministry of Economy";"20";187101;94093;93008;"50.29";"49.71";
"6-1-6";"6-1";"d";"Subtask 6.1.6";"Co-creation of economic policy and common trade policy of the European Union which takes into account Poland’s interests";;31500;0;31500;"0.0";"100.0";
"6-1-6-1";"6-1-6";"e";"Administer";"Ministry of Economy";"20";31500;0;31500;"0.0";"100.0";
"6-1-7";"6-1";"d";"Subtask 6.1.7";"Poland’s economy promotion";;97537;4839;92698;"4.96";"95.04";
"6-1-7-1";"6-1-7";"e";"Administer";"Ministry of Economy";"20";97537;4839;92698;"4.96";"95.04";
"6-1-8";"6-1";"d";"Subtask 6.1.8";"Intensification of trade exchange with respect to products, services and capital";;29232;21250;7982;"72.69";"27.31";
"6-1-8-1";"6-1-8";"e";"Administer";"Ministry of Economy";"20";29232;21250;7982;"72.69";"27.31";
"6-2";"6";"c";"Task 6.2";"Economic security of the state";;915772;300000;615772;"32.76";"67.24";
"6-2-1";"6-2";"d";"Subtask 6.2.1";"Diversification of energy sources and building new transfer and transport capacities for electricity, natural gas, crude oil and extension of underground natural gas storage facilities";;106291;96332;9959;"90.63";"9.37";
"6-2-1-1";"6-2-1";"e";"Administer";"Ministry of Economy";"20";106291;96332;9959;"90.63";"9.37";
"6-2-2";"6-2";"d";"Subtask 6.2.2";"Establishing conditions for the operation of hard coal mining";;453247;0;453247;"0.0";"100.0";
"6-2-2-1";"6-2-2";"e";"Administer";"Ministry of Economy";"20";453247;0;453247;"0.0";"100.0";
"6-2-3";"6-2";"d";"Subtask 6.2.3";"Supporting energy security";;220209;203668;16541;"92.49";"7.51";
"6-2-3-1";"6-2-3";"e";"Administer";"Ministry of Economy";"20";218048;203668;14380;"93.41";"6.59";
"6-2-3-2";"6-2-3";"e";"Administer";"Energy Regulatory Office";"50";1909;0;1909;"0.0";"100.0";
"6-2-3-3";"6-2-3";"e";"Administer";"Voivodes";"85";252;0;252;"0.0";"100.0";
"6-2-4";"6-2";"d";"Subtask 6.2.4";"Supporting the use of renewable energy sources and liquid biofuels in transport";;0;0;0;0;0;
"6-2-4-1";"6-2-4";"e";"Administer";"Ministry of Economy";"20";0;0;0;0;0;
"6-2-4-2";"6-2-4";"e";"Administer";"Ministry of the Environment";"41";0;0;0;0;0;
"6-2-5";"6-2";"d";"Subtask 6.2.5";"Economic potential for the security of the state";;110699;0;110699;"0.0";"100.0";
"6-2-5-1";"6-2-5";"e";"Administer";"Ministry of Economy";"20";110699;0;110699;"0.0";"100.0";
"6-2-6";"6-2";"d";"Subtask 6.2.6";"Development of infrastructure for nuclear energy generation";;25326;0;25326;"0.0";"100.0";
