"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"13-3-2-1";"13-3-2";"e";"Administer";"Ministry of Labour and Social Policy";"44";969;0;969;"0.0";"100.0";
"13-3-4";"13-3";"d";"Subtask 13.3.4";"Prevention and rehabilitation";;1000;0;1000;"0.0";"100.0";
"13-3-4-1";"13-3-4";"e";"Administer";"Agricultural Social Insurance Fund";"72";1000;0;1000;"0.0";"100.0";
"13-3-5";"13-3";"d";"Subtask 13.3.5";"Pension benefits for officers and soldiers";;13428546;0;13428546;"0.0";"100.0";
"13-3-5-1";"13-3-5";"e";"Administer";"Ministry of National Defence";"29";5773836;0;5773836;"0.0";"100.0";
"13-3-5-2";"13-3-5";"e";"Administer";"Ministry of Justice";"37";1045640;0;1045640;"0.0";"100.0";
"13-3-5-3";"13-3-5";"e";"Administer";"Ministry of the Interior and Administration";"42";6609070;0;6609070;"0.0";"100.0";
"13-3-6";"13-3";"d";"Subtask 13.3.6";"Remuneration for retired judges and prosecutors and payments to family";;421845;0;421845;"0.0";"100.0";
"13-3-6-1";"13-3-6";"e";"Administer";"Supreme Court";"04";19376;0;19376;"0.0";"100.0";
"13-3-6-2";"13-3-6";"e";"Administer";"General Public Prosecutor’s Office";"88";177790;0;177790;"0.0";"100.0";
"13-3-6-3";"13-3-6";"e";"Administer";"Supreme Administrative Court";"05";21510;0;21510;"0.0";"100.0";
"13-3-6-4";"13-3-6";"e";"Administer";"Constitutional Tribunal";"06";4702;0;4702;"0.0";"100.0";
"13-3-6-5";"13-3-6";"e";"Administer";"The Institute of National Remembrance – Commission for the Persecution of Crimes against the Polish Nation";"13";2095;0;2095;"0.0";"100.0";
"13-3-6-6";"13-3-6";"e";"Administer";"Ministry of Justice";"15";189977;0;189977;"0.0";"100.0";
"13-3-6-7";"13-3-6";"e";"Administer";"Ministry of National Defence";"29";319;0;319;"0.0";"100.0";
"13-3-6-8";"13-3-6";"e";"Administer";"Ministry of Justice";"37";6076;0;6076;"0.0";"100.0";
"13-3-7";"13-3";"d";"Subtask 13.3.7";"Payment of benefits ordered for payment to the Social Insurance Institution and the Agricultural Social Insurance Fund";;6103727;0;6103727;"0.0";"100.0";
"13-3-7-1";"13-3-7";"e";"Administer";"Agricultural Social Insurance Fund";"72";668444;0;668444;"0.0";"100.0";
"13-3-7-2";"13-3-7";"e";"Administer";"Social Insurance Institution";"73";5435283;0;5435283;"0.0";"100.0";
"13-3-8";"13-3";"d";"Subtask 13.3.8";"Development of the repartition system";;1046;0;1046;"0.0";"100.0";
"13-3-8-1";"13-3-8";"e";"Administer";"Ministry of Labour and Social Policy";"44";1046;0;1046;"0.0";"100.0";
"13-3-10";"13-3";"d";"Subtask 13.3.10";"Cash benefits for soldiers dismissed from professional military service";;245547;0;245547;"0.0";"100.0";
"13-3-10-1";"13-3-10";"e";"Administer";"Ministry of National Defence";"29";245547;0;245547;"0.0";"100.0";
"13-3-11";"13-3";"d";"Subtask 13.3.11";"Ensuring solvency of the Social Insurance Institution in terms of benefit payment";;37134406;0;37134406;"0.0";"100.0";
"13-3-11-1";"13-3-11";"e";"Administer";"Social Insurance Institution";"73";37134406;0;37134406;"0.0";"100.0";
"13-3-12";"13-3";"d";"Subtask 13.3.12";"Transfer of social insurance contributions";;1741206;0;1741206;"0.0";"100.0";
"13-3-12-1";"13-3-12";"e";"Administer";"Social Insurance Institution";"73";1741206;0;1741206;"0.0";"100.0";
"13-3-13";"13-3";"d";"Subtask 13.3.13";"Support for operations of Open Pension Funds";;225;0;225;"0.0";"100.0";
"13-3-13-1";"13-3-13";"e";"Administer";"Ministry of Labour and Social Policy";"44";225;0;225;"0.0";"100.0";
"13-3-14";"13-3";"d";"Subtask 13.3.14";"Support for the Employee Pension Programmes and Individual Pension Accounts";;150;0;150;"0.0";"100.0";
"13-3-14-1";"13-3-14";"e";"Administer";"Ministry of Labour and Social Policy";"44";150;0;150;"0.0";"100.0";
"13-3-15";"13-3";"d";"Subtask 13.3.15";"Coordination of social security systems";;1172;0;1172;"0.0";"100.0";
"13-3-15-1";"13-3-15";"e";"Administer";"Ministry of Labour and Social Policy";"44";1172;0;1172;"0.0";"100.0";
"13-4";"13";"c";"Task 13.4";"Cases concerning veterans and victimized persons";;28798;0;28798;"0.0";"100.0";
"13-4-1";"13-4";"d";"Subtask 13.4.1";"Determination of rights of veterans and other entitled persons and developing collections of veterans' files";;6511;0;6511;"0.0";"100.0";
"13-4-1-1";"13-4-1";"e";"Administer";"Office for Veterans and Victimized Persons (Urząd ds. Kombatanrów i Osób Represjonowanych)";"54";6511;0;6511;"0.0";"100.0";
"13-4-2";"13-4";"d";"Subtask 13.4.2";"Social support for veterans, victimised persons and other entitled persons";;13096;0;13096;"0.0";"100.0";
"13-4-2-1";"13-4-2";"e";"Administer";"Ministry of Labour and Social Policy";"44";150;0;150;"0.0";"100.0";
"13-4-2-2";"13-4-2";"e";"Administer";"Office for Veterans and Victimized Persons (Urząd ds. Kombatanrów i Osób Represjonowanych)";"54";12946;0;12946;"0.0";"100.0";
"13-4-2-3";"13-4-2";"e";"Administer";"Ministry of Labour and Social Policy";"63";0;0;0;0;0;
"13-4-3";"13-4";"d";"Subtask 13.4.3";"Honouring war veterans and repression victims and preserving the memory of them";;9191;0;9191;"0.0";"100.0";
"13-4-3-1";"13-4-3";"e";"Administer";"Office for Veterans and Victimized Persons (Urząd ds. Kombatanrów i Osób Represjonowanych)";"54";9191;0;9191;"0.0";"100.0";
"13-5";"13";"c";"Task 13.5";"Support for families";;9288267;0;9288267;"0.0";"100.0";
"13-5-1";"13-5";"d";"Subtask 13.5.1";"Family benefits";;9272620;0;9272620;"0.0";"100.0";
"13-5-1-1";"13-5-1";"e";"Administer";"Ministry of Labour and Social Policy";"63";379;0;379;"0.0";"100.0";
"13-5-1-2";"13-5-1";"e";"Administer";"Voivodes";"85";9272241;0;9272241;"0.0";"100.0";
"13-5-2";"13-5";"d";"Subtask 13.5.2";"Benefits from the alimony fund";;1990;0;1990;"0.0";"100.0";
"13-5-2-1";"13-5-2";"e";"Administer";"Ministry of Labour and Social Policy";"63";229;0;229;"0.0";"100.0";
"13-5-2-2";"13-5-2";"e";"Administer";"Voivodes";"85";1761;0;1761;"0.0";"100.0";
"13-5-3";"13-5";"d";"Subtask 13.5.3";"Nurseries and other forms of care for children under 3 years old";;231;0;231;"0.0";"100.0";
"13-5-3-1";"13-5-3";"e";"Administer";"Ministry of Labour and Social Policy";"63";231;0;231;"0.0";"100.0";
"13-5-4";"13-5";"d";"Subtask 13.5.4";"Prevention to the benefit of children and family";;1193;0;1193;"0.0";"100.0";
"13-5-4-1";"13-5-4";"e";"Administer";"Ministry of Labour and Social Policy";"63";225;0;225;"0.0";"100.0";
"13-5-4-2";"13-5-4";"e";"Administer";"Voivodes";"85";968;0;968;"0.0";"100.0";
"13-5-5";"13-5";"d";"Subtask 13.5.5";"Foster care for children";;12083;0;12083;"0.0";"100.0";
"13-5-5-1";"13-5-5";"e";"Administer";"Ministry of Labour and Social Policy";"63";8559;0;8559;"0.0";"100.0";
"13-5-5-2";"13-5-5";"e";"Administer";"Voivodes";"85";3524;0;3524;"0.0";"100.0";
"13-5-6";"13-5";"d";"Subtask 13.5.6";"Child adoption";;150;0;150;"0.0";"100.0";
"13-5-6-1";"13-5-6";"e";"Administer";"Ministry of Labour and Social Policy";"63";150;0;150;"0.0";"100.0";
"13-6";"13";"c";"Task 13.6";"Anti-discrimination activities";;850;0;850;"0.0";"100.0";
"13-6-2";"13-6";"d";"Subtask 13.6.2";"Equalisation of the status of women and men in social and economic life";;850;0;850;"0.0";"100.0";
"13-6-2-1";"13-6-2";"e";"Administer";"Ministry of Labour and Social Policy";"63";850;0;850;"0.0";"100.0";
"13-7";"13";"c";"Task 13.7";"Informatization of operations and building information society";;16592;3996;12596;"24.08";"75.92";
"13-7-1";"13-7";"d";"Subtask 13.7.1";"Maintenance of IT systems";;16592;3996;12596;"24.08";"75.92";
"13-7-1-1";"13-7-1";"e";"Administer";"Ministry of Labour and Social Policy";"44";16348;3996;12352;"24.44";"75.56";
"13-7-1-2";"13-7-1";"e";"Administer";"Voivodes";"85";244;0;244;"0.0";"100.0";
"13-7-2";"13-7";"d";"Subtask 13.7.2";"Construction and implementation of IT solutions";;0;0;0;0;0;
"13-7-2-1";"13-7-2";"e";"Administer";"Agricultural Social Insurance Fund";"72";0;0;0;0;0;
"14";;"b";"Function 14";"LABOUR MARKET";;1408910;376843;1032067;"26.75";"73.25";
"14-1";"14";"c";"Task 14.1";"Supporting employment and measures against unemployment";;415742;345043;70699;"82.99";"17.01";
"14-1-1";"14-1";"d";"Subtask 14.1.1";"Support for the activation programmes";;362929;345043;17886;"95.07";"4.93";
"14-1-1-1";"14-1-1";"e";"Administer";"Ministry of National Defence";"29";14631;0;14631;"0.0";"100.0";
"14-1-1-2";"14-1-1";"e";"Administer";"Ministry of Labour and Social Policy";"31";347438;345043;2395;"99.31";"0.69";
"14-1-1-3";"14-1-1";"e";"Administer";"Voivodes";"85";860;0;860;"0.0";"100.0";
"14-1-2";"14-1";"d";"Subtask 14.1.2";"Support and modernisation of labour offices";;4927;0;4927;"0.0";"100.0";
"14-1-2-1";"14-1-2";"e";"Administer";"Ministry of Labour and Social Policy";"31";3346;0;3346;"0.0";"100.0";
"14-1-2-2";"14-1-2";"e";"Administer";"Voivodes";"85";1581;0;1581;"0.0";"100.0";
"14-1-3";"14-1";"d";"Subtask 14.1.3";"Support and modernisation of labour market institutions except for the public employment services";;154;0;154;"0.0";"100.0";
"14-1-3-1";"14-1-3";"e";"Administer";"Ministry of Labour and Social Policy";"31";154;0;154;"0.0";"100.0";
"14-1-4";"14-1";"d";"Subtask 14.1.4";"Development of principles for employment of foreigners";;3201;0;3201;"0.0";"100.0";
"14-1-4-1";"14-1-4";"e";"Administer";"Ministry of Labour and Social Policy";"31";999;0;999;"0.0";"100.0";
"14-1-4-2";"14-1-4";"e";"Administer";"Voivodes";"85";2202;0;2202;"0.0";"100.0";
"14-1-5";"14-1";"d";"Subtask 14.1.5";"Employment and measures against marginalisation and social exclusion of youth";;44531;0;44531;"0.0";"100.0";
"14-1-5-1";"14-1-5";"e";"Administer";"Ministry of Labour and Social Policy";"31";44531;0;44531;"0.0";"100.0";
"14-2";"14";"c";"Task 14.2";"Building modern labour relationships";;209261;0;209261;"0.0";"100.0";
"14-2-1";"14-2";"d";"Subtask 14.2.1";"Flexibility and security of employment";;3388;0;3388;"0.0";"100.0";
"14-2-1-1";"14-2-1";"e";"Administer";"Ministry of Labour and Social Policy";"31";3388;0;3388;"0.0";"100.0";
"14-2-2";"14-2";"d";"Subtask 14.2.2";"Supervision and control";;173684;0;173684;"0.0";"100.0";
"14-2-2-1";"14-2-2";"e";"Administer";"National Labour Inspectorate";"12";167595;0;167595;"0.0";"100.0";
"14-2-2-2";"14-2-2";"e";"Administer";"Voivodes";"85";6089;0;6089;"0.0";"100.0";
"14-2-3";"14-2";"d";"Subtask 14.2.3";"Occupational health & safety";;19911;0;19911;"0.0";"100.0";
"14-2-3-1";"14-2-3";"e";"Administer";"Ministry of Labour and Social Policy";"31";19911;0;19911;"0.0";"100.0";
"14-2-4";"14-2";"d";"Subtask 14.2.4";"Prevention and promotion of labour protection";;12278;0;12278;"0.0";"100.0";
"14-2-4-1";"14-2-4";"e";"Administer";"National Labour Inspectorate";"12";12278;0;12278;"0.0";"100.0";
"14-3";"14";"c";"Task 14.3";"Professional activation of the disabled";;775264;31800;743464;"4.1";"95.9";
"14-3-1";"14-3";"d";"Subtask 14.3.1";"Analysis of the condition of the disabled on the labour market";;1816;0;1816;"0.0";"100.0";
"14-3-1-1";"14-3-1";"e";"Administer";"Ministry of Labour and Social Policy";"44";226;0;226;"0.0";"100.0";
"14-3-1-2";"14-3-1";"e";"Administer";"Voivodes";"85";1590;0;1590;"0.0";"100.0";
"14-3-2";"14-3";"d";"Subtask 14.3.2";"Supporting professional activation of the disables";;772725;31800;740925;"4.12";"95.88";
"14-3-2-1";"14-3-2";"e";"Administer";"Ministry of Labour and Social Policy";"44";772725;31800;740925;"4.12";"95.88";
"14-3-3";"14-3";"d";"Subtask 14.3.3";"Supervision of protected labour enterprises and vocational development centres";;723;0;723;"0.0";"100.0";
"14-3-3-1";"14-3-3";"e";"Administer";"Voivodes";"85";723;0;723;"0.0";"100.0";
"14-4";"14";"c";"Task 14.4";"Informatization of operations and building information society";;8643;0;8643;"0.0";"100.0";
"14-4-1";"14-4";"d";"Subtask 14.4.1";"Maintenance of IT systems";;7143;0;7143;"0.0";"100.0";
"14-4-1-1";"14-4-1";"e";"Administer";"National Labour Inspectorate";"12";5455;0;5455;"0.0";"100.0";
"14-4-1-2";"14-4-1";"e";"Administer";"Ministry of Labour and Social Policy";"31";1074;0;1074;"0.0";"100.0";
"14-4-1-3";"14-4-1";"e";"Administer";"Voivodes";"85";614;0;614;"0.0";"100.0";
"14-4-2";"14-4";"d";"Subtask 14.4.2";"Construction and implementation of IT solutions";;1500;0;1500;"0.0";"100.0";
"14-4-2-1";"14-4-2";"e";"Administer";"National Labour Inspectorate";"12";1500;0;1500;"0.0";"100.0";
"15";;"b";"Function 15";"FOREING POLICY";;1830501;3230;1827271;"0.18";"99.82";
"15-1";"15";"c";"Task 15.1";"Ensuring favourable development conditions for Poland";;877434;0;877434;"0.0";"100.0";
"15-1-1";"15-1";"d";"Subtask 15.1.1";"Development of bilateral and multilateral relationships";;453126;0;453126;"0.0";"100.0";
"15-1-1-1";"15-1-1";"e";"Administer";"Ministry of Finance";"19";820;0;820;"0.0";"100.0";
"15-1-1-2";"15-1-1";"e";"Administer";"Ministry of the Environment";"22";462;0;462;"0.0";"100.0";
"15-1-1-3";"15-1-1";"e";"Administer";"Ministry of Foreign Affairs";"45";451844;0;451844;"0.0";"100.0";
"15-1-2";"15-1";"d";"Subtask 15.1.2";"Poland’s participation in the cooperation within international organisations";;422532;0;422532;"0.0";"100.0";
"15-1-2-1";"15-1-2";"e";"Administer";"Ministry of Infrastructure";"18";1600;0;1600;"0.0";"100.0";
"15-1-2-2";"15-1-2";"e";"Administer";"Ministry of Finance";"19";355;0;355;"0.0";"100.0";
"15-1-2-3";"15-1-2";"e";"Administer";"Ministry of Infrastructure";"21";550;0;550;"0.0";"100.0";
"15-1-2-4";"15-1-2";"e";"Administer";"Ministry of the Environment";"22";23863;0;23863;"0.0";"100.0";
"15-1-2-5";"15-1-2";"e";"Administer";"Ministry of Infrastructure";"26";1890;0;1890;"0.0";"100.0";
"15-1-2-6";"15-1-2";"e";"Administer";"Ministry of Infrastructure";"39";2398;0;2398;"0.0";"100.0";
"15-1-2-7";"15-1-2";"e";"Administer";"Ministry of the Environment";"41";6206;0;6206;"0.0";"100.0";
"15-1-2-8";"15-1-2";"e";"Administer";"Ministry of Foreign Affairs";"45";372396;0;372396;"0.0";"100.0";
"15-1-2-9";"15-1-2";"e";"Administer";"Ministry of Health";"46";13274;0;13274;"0.0";"100.0";
"15-1-3";"15-1";"d";"Subtask 15.1.3";"The use of aid funds";;1776;0;1776;"0.0";"100.0";
"15-1-3-1";"15-1-3";"e";"Administer";"Ministry of Foreign Affairs";"45";1776;0;1776;"0.0";"100.0";
"15-2";"15";"c";"Task 15.2";"Ensuring the security of the state";;33983;0;33983;"0.0";"100.0";
"15-2-1";"15-2";"d";"Subtask 15.2.1";"Strengthening of political and military security";;15438;0;15438;"0.0";"100.0";
"15-2-1-1";"15-2-1";"e";"Administer";"Ministry of Foreign Affairs";"45";15438;0;15438;"0.0";"100.0";
"15-2-2";"15-2";"d";"Subtask 15.2.2";"Strengthening of international security and peace";;5700;0;5700;"0.0";"100.0";
"15-2-2-1";"15-2-2";"e";"Administer";"Ministry of Foreign Affairs";"45";5700;0;5700;"0.0";"100.0";
"15-2-3";"15-2";"d";"Subtask 15.2.3";"Strengthening of economic and ecological security";;3802;0;3802;"0.0";"100.0";
"15-2-3-1";"15-2-3";"e";"Administer";"Ministry of Foreign Affairs";"45";3802;0;3802;"0.0";"100.0";
"15-2-4";"15-2";"d";"Subtask 15.2.4";"Other dimensions of security";;9043;0;9043;"0.0";"100.0";
"15-2-4-1";"15-2-4";"e";"Administer";"Ministry of Foreign Affairs";"45";9043;0;9043;"0.0";"100.0";
"15-3";"15";"c";"Task 15.3";"Representation and protection of international interests of the Republic of Poland and its citizens abroad";;264567;0;264567;"0.0";"100.0";
"15-3-1";"15-3";"d";"Subtask 15.3.1";"Supporting interests of Polish citizens and Polish legal persons";;147598;0;147598;"0.0";"100.0";
"15-3-1-1";"15-3-1";"e";"Administer";"Ministry of Foreign Affairs";"45";147598;0;147598;"0.0";"100.0";
"15-3-2";"15-3";"d";"Subtask 15.3.2";"Ensuring consular care and service";;109028;0;109028;"0.0";"100.0";
"15-3-2-1";"15-3-2";"e";"Administer";"Ministry of Foreign Affairs";"45";109028;0;109028;"0.0";"100.0";
"15-3-3";"15-3";"d";"Subtask 15.3.3";"Representation and protection of interests of the Republic of Poland before international court bodies";;1677;0;1677;"0.0";"100.0";
"15-3-3-1";"15-3-3";"e";"Administer";"Ministry of Finance";"19";261;0;261;"0.0";"100.0";
"15-3-3-2";"15-3-3";"e";"Administer";"Ministry of Foreign Affairs";"45";1416;0;1416;"0.0";"100.0";
"15-3-4";"15-3";"d";"Subtask 15.3.4";"Ensuring legal support for the activities resulting from Poland’s membership in the EU";;6264;0;6264;"0.0";"100.0";
"15-3-4-1";"15-3-4";"e";"Administer";"Ministry of Finance";"19";275;0;275;"0.0";"100.0";
"15-3-4-2";"15-3-4";"e";"Administer";"Ministry of Foreign Affairs";"45";5989;0;5989;"0.0";"100.0";
"15-4";"15";"c";"Task 15.4";"Development of the international image of the Republic of Poland";;181529;0;181529;"0.0";"100.0";
"15-4-1";"15-4";"d";"Subtask 15.4.1";"Conducting promotion of the state";;130073;0;130073;"0.0";"100.0";
"15-4-1-1";"15-4-1";"e";"Administer";"Ministry of Science and Higher Education";"38";32224;0;32224;"0.0";"100.0";
"15-4-1-2";"15-4-1";"e";"Administer";"Ministry of Foreign Affairs";"45";97849;0;97849;"0.0";"100.0";
"15-4-2";"15-4";"d";"Subtask 15.4.2";"Participation in development cooperation and international humanitarian aid";;5377;0;5377;"0.0";"100.0";
"15-4-2-1";"15-4-2";"e";"Administer";"Ministry of Foreign Affairs";"45";5377;0;5377;"0.0";"100.0";
"15-4-3";"15-4";"d";"Subtask 15.4.3";"Supporting the development of democracy, human rights and government of law";;1841;0;1841;"0.0";"100.0";
"15-4-3-1";"15-4-3";"e";"Administer";"Ministry of Foreign Affairs";"45";1841;0;1841;"0.0";"100.0";
"15-4-4";"15-4";"d";"Subtask 15.4.4";"Ensuring support to foreigners and foreign legal persons";;44238;0;44238;"0.0";"100.0";
"15-4-4-1";"15-4-4";"e";"Administer";"Ministry of Foreign Affairs";"45";44238;0;44238;"0.0";"100.0";
"15-5";"15";"c";"Task 15.5";"Developing and coordination of foreign policy";;393292;3230;390062;"0.82";"99.18";
"15-5-1";"15-5";"d";"Subtask 15.5.1";"Developing and coordination of international cooperation of government administration bodies with respect to foreign affairs";;5179;0;5179;"0.0";"100.0";
"15-5-1-1";"15-5-1";"e";"Administer";"Ministry of Foreign Affairs";"45";5179;0;5179;"0.0";"100.0";
"15-5-2";"15-5";"d";"Subtask 15.5.2";"Developing and coordination of international cooperation of government administration bodies with respect to the Poland’s membership in the EU";;108623;0;108623;"0.0";"100.0";
"15-5-2-1";"15-5-2";"e";"Administer";"Ministry of Foreign Affairs";"45";105338;0;105338;"0.0";"100.0";
"15-5-2-2";"15-5-2";"e";"Administer";"Ministry of Finance";"19";3285;0;3285;"0.0";"100.0";
"15-5-3";"15-5";"d";"Subtask 15.5.3";"Conducting educational and information activity";;9167;0;9167;"0.0";"100.0";
"15-5-3-1";"15-5-3";"e";"Administer";"Ministry of Foreign Affairs";"45";9167;0;9167;"0.0";"100.0";
"15-5-4";"15-5";"d";"Subtask 15.5.4";"Preparation, conducting and support for the Polish Presidency in the EU Council";;270323;3230;267093;"1.19";"98.81";
"15-5-4-1";"15-5-4";"e";"Administer";"The Chancellery of the Sejm (lower chamber of the Polish parliament)";"02";5712;0;5712;"0.0";"100.0";
"15-5-4-2";"15-5-4";"e";"Administer";"Ministry of Sport and Tourism";"25";556;0;556;"0.0";"100.0";
"15-5-4-3";"15-5-4";"e";"Administer";"Ministry of Infrastructure";"26";915;0;915;"0.0";"100.0";
"15-5-4-4";"15-5-4";"e";"Administer";"Ministry of the Interior and Administration";"27";26652;0;26652;"0.0";"100.0";
"15-5-4-5";"15-5-4";"e";"Administer";"Ministry of Science and Higher Education";"28";3265;0;3265;"0.0";"100.0";
"15-5-4-6";"15-5-4";"e";"Administer";"Ministry of National Defence";"29";3248;0;3248;"0.0";"100.0";
"15-5-4-7";"15-5-4";"e";"Administer";"Ministry of National Education";"30";2627;0;2627;"0.0";"100.0";
"15-5-4-8";"15-5-4";"e";"Administer";"Ministry of Labour and Social Policy";"31";883;0;883;"0.0";"100.0";
"15-5-4-9";"15-5-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";3875;0;3875;"0.0";"100.0";
"15-5-4-10";"15-5-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"33";235;0;235;"0.0";"100.0";
"15-5-4-11";"15-5-4";"e";"Administer";"Ministry of Regional Development";"34";1295;0;1295;"0.0";"100.0";
"15-5-4-12";"15-5-4";"e";"Administer";"The Chancellery of the Senate";"03";3675;0;3675;"0.0";"100.0";
"15-5-4-13";"15-5-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"35";419;0;419;"0.0";"100.0";
"15-5-4-14";"15-5-4";"e";"Administer";"Ministry of Treasury";"36";251;0;251;"0.0";"100.0";
"15-5-4-15";"15-5-4";"e";"Administer";"Ministry of Justice";"37";1798;0;1798;"0.0";"100.0";
"15-5-4-16";"15-5-4";"e";"Administer";"Ministry of Science and Higher Education";"38";263;0;263;"0.0";"100.0";
"15-5-4-17";"15-5-4";"e";"Administer";"Ministry of Infrastructure";"39";2718;0;2718;"0.0";"100.0";
"15-5-4-18";"15-5-4";"e";"Administer";"Ministry of Sport and Tourism";"40";662;0;662;"0.0";"100.0";
"15-5-4-19";"15-5-4";"e";"Administer";"Ministry of the Environment";"41";2208;0;2208;"0.0";"100.0";
"15-5-4-20";"15-5-4";"e";"Administer";"Ministry of the Interior and Administration";"42";49239;0;49239;"0.0";"100.0";
"15-5-4-21";"15-5-4";"e";"Administer";"Ministry of Labour and Social Policy";"44";1486;0;1486;"0.0";"100.0";
"15-5-4-22";"15-5-4";"e";"Administer";"Ministry of Foreign Affairs";"45";116001;0;116001;"0.0";"100.0";
"15-5-4-23";"15-5-4";"e";"Administer";"The Chancellery of the Prime Minister";"16";6259;3230;3029;"51.61";"48.39";
"15-5-4-24";"15-5-4";"e";"Administer";"Ministry of Health";"46";2557;0;2557;"0.0";"100.0";
"15-5-4-25";"15-5-4";"e";"Administer";"Public Procurement Office";"49";40;0;40;"0.0";"100.0";
"15-5-4-26";"15-5-4";"e";"Administer";"Office of Competition and Consumer Protection";"53";436;0;436;"0.0";"100.0";
"15-5-4-27";"15-5-4";"e";"Administer";"The Internal Security Agency";"57";4592;0;4592;"0.0";"100.0";
"15-5-4-28";"15-5-4";"e";"Administer";"Central Statistical Office";"58";419;0;419;"0.0";"100.0";
"15-5-4-29";"15-5-4";"e";"Administer";"State Mining Authority";"60";14;0;14;"0.0";"100.0";
"15-5-4-30";"15-5-4";"e";"Administer";"Polish Patent Office";"61";428;0;428;"0.0";"100.0";
"15-5-4-31";"15-5-4";"e";"Administer";"Ministry of Agriculture and Rural Development";"62";253;0;253;"0.0";"100.0";
"15-5-4-32";"15-5-4";"e";"Administer";"Ministry of Labour and Social Policy";"63";366;0;366;"0.0";"100.0";
"15-5-4-33";"15-5-4";"e";"Administer";"National Atomic Energy Agency";"68";157;0;157;"0.0";"100.0";
"15-5-4-34";"15-5-4";"e";"Administer";"Ministry of Infrastructure";"18";442;0;442;"0.0";"100.0";
"15-5-4-35";"15-5-4";"e";"Administer";"Ministry of Finance";"19";3531;0;3531;"0.0";"100.0";
"15-5-4-36";"15-5-4";"e";"Administer";"Ministry of Economy";"20";10620;0;10620;"0.0";"100.0";
"15-5-4-37";"15-5-4";"e";"Administer";"Ministry of Infrastructure";"21";456;0;456;"0.0";"100.0";
"15-5-4-38";"15-5-4";"e";"Administer";"Ministry of the Environment";"22";231;0;231;"0.0";"100.0";
"15-5-4-39";"15-5-4";"e";"Administer";"Ministry of Culture and National Heritage";"24";11539;0;11539;"0.0";"100.0";
"15-6";"15";"c";"Task 15.6";"Informatization of operations and building information society";;79696;0;79696;"0.0";"100.0";
"15-6-1";"15-6";"d";"Subtask 15.6.1";"Maintenance of IT systems";;38220;0;38220;"0.0";"100.0";
"15-6-1-1";"15-6-1";"e";"Administer";"Ministry of Foreign Affairs";"45";38220;0;38220;"0.0";"100.0";
"15-6-2";"15-6";"d";"Subtask 15.6.2";"Construction and implementation of IT solutions";;41476;0;41476;"0.0";"100.0";
"15-6-2-1";"15-6-2";"e";"Administer";"Ministry of Foreign Affairs";"45";41476;0;41476;"0.0";"100.0";
"16";;"b";"Function 16";"CIVIC ISSUES";;1548673;293988;1254685;"18.98";"81.02";
"16-1";"16";"c";"Task 16.1";"Administrative services obywatela";;774453;123112;651341;"15.9";"84.1";
"16-1-1";"16-1";"d";"Subtask 16.1.1";"Register of inhabitants and identification cards, registration of marital status and change of first names and surnames";;550218;0;550218;"0.0";"100.0";
"16-1-1-1";"16-1-1";"e";"Administer";"Ministry of the Interior and Administration";"42";223203;0;223203;"0.0";"100.0";
"16-1-1-2";"16-1-1";"e";"Administer";"Voivodes";"85";327015;0;327015;"0.0";"100.0";
"16-1-2";"16-1";"d";"Subtask 16.1.2";"Issuing of passport documents";;46197;0;46197;"0.0";"100.0";
"16-1-2-1";"16-1-2";"e";"Administer";"Ministry of the Interior and Administration";"42";877;0;877;"0.0";"100.0";
"16-1-2-2";"16-1-2";"e";"Administer";"Voivodes";"85";45320;0;45320;"0.0";"100.0";
"16-1-3";"16-1";"d";"Subtask 16.1.3";"Strengthening of the public administration potential";;151683;123112;28571;"81.16";"18.84";
"16-1-3-1";"16-1-3";"e";"Administer";"Ministry of the Interior and Administration";"17";134249;119448;14801;"88.97";"11.03";
"16-1-3-2";"16-1-3";"e";"Administer";"Ministry of Regional Development";"34";4054;3664;390;"90.38";"9.62";
"16-1-3-3";"16-1-3";"e";"Administer";"Voivodes";"85";13380;0;13380;"0.0";"100.0";
"16-1-4";"16-1";"d";"Subtask 16.1.4";"Conducting cases concerning the supervision performed by a minister in charge of public administration and the operation of consolidated government administration and local government units";;2015;0;2015;"0.0";"100.0";
"16-1-4-1";"16-1-4";"e";"Administer";"Voivodes";"85";2015;0;2015;"0.0";"100.0";
"16-1-5";"16-1";"d";"Subtask 16.1.5";"Conducting cases concerning the receipt and examination of complaints and applications";;4500;0;4500;"0.0";"100.0";
"16-1-5-1";"16-1-5";"e";"Administer";"The Chancellery of the Prime Minister";"16";2589;0;2589;"0.0";"100.0";
"16-1-5-2";"16-1-5";"e";"Administer";"Ministry of the Interior and Administration";"42";789;0;789;"0.0";"100.0";
"16-1-5-3";"16-1-5";"e";"Administer";"Voivodes";"85";1122;0;1122;"0.0";"100.0";
"16-1-6";"16-1";"d";"Subtask 16.1.6";"Conducting cases concerning Polish citizenship";;18427;0;18427;"0.0";"100.0";
"16-1-6-1";"16-1-6";"e";"Administer";"Ministry of the Interior and Administration";"42";1225;0;1225;"0.0";"100.0";
"16-1-6-2";"16-1-6";"e";"Administer";"Voivodes";"85";17202;0;17202;"0.0";"100.0";
